연번,시도청,경찰서,관서명,구분,전화번호,주소,위도,경도
1587,전남청,완도,소안,파출소,061-553-8112,전라남도 완도군 소안면 비자39번길 33,34.1734627365041,126.651288934894
1588,전남청,완도,금당,파출소,061-844-0112,전라남도 완도군 금당면 차우30번길 3-10,,
1589,전남청,완도,약산,파출소,061-553-9112,전라남도 완도군 약산면 약산로 367,34.3936249979612,126.898162277093
1590,전남청,완도,고금,파출소,061-553-0113,전라남도 완도군 고금면 고금동로2번길 16,34.3957771543126,126.801600449213
1591,전남청,완도,신지,파출소,061-552-7112,전라남도 완도군 신지면 신지로 551 ,34.3338978058266,126.827117918998
1592,전남청,완도,노화,파출소,061-553-5112,전라남도 완도군 노화읍 이목길 29-9,34.1776509630001,126.569984786965
1593,전남청,진도,조도,파출소,061-542-5112,전라남도 진도군 조도면 창리길 11,34.2987723699613,126.050573903205
1594,전남청,진도,의신,파출소,061-543-4112,전라남도 진도군 의신면 돈지1길 29,34.4404708458403,126.279975370969
1595,전남청,진도,읍내,파출소,061-544-0112,전라남도 진도군 진도읍 남동3길 1,34.481295707289,126.262592935933
1596,전남청,진도,고군,파출소,061-543-1112,전라남도 진도군 고군면 진도대로 280,34.4925262095547,126.341818952574
1597,전남청,진도,임회,파출소,061-543-3112,전라남도 진도군 임회면 석교길 47-15,34.4058215176906,126.19126263112
1598,전남청,진도,군내,파출소,061-542-3112,전라남도 진도군 군내면 진도대로 7957,34.5373658627577,126.297639532125
1599,전남청,진도,지산,파출소,061-542-2112,전라남도 진도군 지산면 인지인천1길 26,34.4246170840308,126.167465608648
1600,전남청,구례,읍내,파출소,061-783-6112,전라남도 구례군 구례읍 로터리길 7,35.2091650908677,127.465394112654
1601,전남청,구례,광의,파출소,061-781-3112,전라남도 구례군 광의면 광의철쭉동산로 8,35.2608066962932,127.441546144387
1602,전남청,구례,간전,파출소,061-781-4112,전라남도 구례군 간전면 간전중앙로 188,35.1751450627009,127.542083229914
1603,전남청,구례,산동,파출소,061-781-1712,전라남도 구례군 산동면 원촌길 94,35.3139654523407,127.438469758994
1604,전남청,구례,토지,파출소,061-781-2112,전라남도 구례군 토지면 섬진강대로 5058,35.1981261844936,127.525134318056
1605,전남청,구례,마산,파출소,061-782-4119,전라남도  구례군 마산면 화엄사로 144,35.2224655966881,127.487170144787
1606,전남청,신안,흑산,파출소,061-275-9112,전라남도 신안군 흑산면 예리1길 80-4,34.6853796301834,125.445407190915
1607,전남청,신안,하의,파출소,061-275-4112,전라남도 신안군 하의면 곰실길 19,34.6060974124752,126.036724122997
1608,전남청,신안,안좌,파출소,061-262-9112,전라남도 신안군 안좌면 안좌동부길 832,34.7545606816475,126.126804159866
1609,전남청,신안,팔금,파출소,061-271-1112,전라남도 신안군 팔금면 탑목개길 149,34.782349495322,126.142623439801
1610,전남청,신안,지도,파출소,061-275-0112,전라남도 신안군 지도읍 읍내길 79,35.0608697358021,126.208005347507
1611,전남청,신안,임자,파출소,061-271-6512,전라남도 신안군 임자면 진리길 1,35.0847097891876,126.111191901938
1612,전남청,신안,자은,파출소,061-271-8112,전라남도 신안군 자은면 구영2길 71 ,34.8866379672461,126.044219582202
1613,전남청,신안,암태,파출소,061-271-1612,전라남도 신안군 암태면 중부로 1827-2,34.829662900925,126.1141478269
1614,전남청,신안,비금,파출소,061-275-5112,전라남도 신안군 비금면 읍동길 39,34.7558261085076,125.92754844437
1615,전남청,신안,도초,파출소,061-275-2112,전라남도 신안군 도초면 서남문로1523,34.7025688892661,125.954451597344
1616,전남청,신안,장산,파출소,061-271-2612,전라남도 신안군 장산면 장산로 347,34.6419421821069,126.148183233638
1617,전남청,신안,가거,파출소,061-246-5900,전라남도 신안군 흑산면 가거도길 41-2,34.0521819781614,125.125696070773
1618,전남청,신안,압해,파출소,061-271-0612,전라남도 신안군 압해읍 압해로 864,34.8648023953614,126.314760243138
1619,전남청,신안,증도,파출소,061-271-7612,전라남도 신안군 증도면 문준경길208,35.0020072353045,126.13809710431
1620,전남청,신안,신의,파출소,061-271-6512,전라남도 신안군 신의면 상동길 31 ,34.5853300031892,126.089644639781
1621,경북청,경주,산내,파출소,054-751-5112,경상북도 경주시 산내면 의곡중앙길 34 ,35.7580493849529,129.047268242537
1622,경북청,경주,양남,파출소,054-744-0112,경상북도 경주시 양남면 하서중앙길 59,35.6761039549578,129.462464879994
1623,경북청,경주,외동,파출소,054-744-6112,경상북도 경주시 외동읍 입실로 81,35.7155060787142,129.323833976663
1624,경북청,경주,불국,파출소,054-746-9112,경상북도 경주시 산업로 2999 ,35.7743124649035,129.300526373777
1625,경북청,경주,역전,파출소,054-743-0112,경상북도 경주시 원화로 270 역전파출소,35.8448596048096,129.217520173149
1626,경북청,경주,보문,파출소,054-745-7112,경상북도 경주시 경감로 589,35.8346879193826,129.287055336353
1627,경북청,경주,건천,파출소,054-751-0112,경상북도 경주시 건천읍 내서로 1109,35.8500273828504,129.10344515346
1628,경북청,경주,서면,파출소,053-751-1112,경상북도 경주시 건천읍 내서로 425,,
1629,경북청,경주,안강,파출소,054-763-3112,경상북도 경주시 안강읍 안강중앙로 223 ,35.9924849750248,129.224589090626
1630,경북청,경주,강동,파출소,054-762-4112,경상북도 경주시 강동면 인동새들길 10,35.9870312962259,129.273107680795
1631,경북청,경주,감포,파출소,054-744-3112,경상북도 경주시 감포읍 감포로3길 40 ,35.8037588608911,129.503869547466
1632,경북청,경주,문무대왕,파출소,054-744-2112,경상북도 경주시 문무대왕면 어일1길 39(어일리 837-2),35.7917577179687,129.442201877422
1633,경북청,경주,중앙,파출소,054-743-2112,경상북도 경주시 금성로 296-1 ,35.8440177683929,129.207276309739
1634,경북청,경주,황남,파출소,054-743-7112,경상북도 경주시 포석로 1052,35.83491155146,129.209622623986
1635,경북청,경주,충효,파출소,054-743-1112,경상북도 경주시 충효중앙길 50-5 ,35.8437137331861,129.185349334892
1636,경북청,경주,내남,파출소,054-745-9112,경상북도 경주시 내남면 포석로 370,35.7743166834274,129.205470535512
1637,경북청,경주,황성,파출소,054-774-1112,경상북도 경주시 용담로 11,35.8604122619718,129.219235147335
1638,경북청,경주,성건,파출소,054-743-3112,경상북도 경주시 금성로 424 ,35.8555336912989,129.207102985357
1639,경북청,경주,현곡,파출소,054-745-5112,경상북도 경주시 현곡면 다경길 9-3,35.886052732139,129.179050006628
1640,경북청,경주,동천,파출소,054-741-0112,경상북도 경주시 탈해로 65,35.85143084522,129.230263027933
1641,경북청,경주,용강,파출소,054-743-4112,경상북도 경주시 산업로 4354 ,35.8682547685386,129.224585030624
1642,경북청,경주,천북,파출소,054-774-0112,경상북도 경주시 천북면 동산3길 9,35.8961751610512,129.268876538695
1643,경북청,포항북부,환여,파출소,054-250-4772,경상북도 포항시 북구  삼호로 370,36.066983085242,129.389169128428
1644,경북청,포항북부,신광,파출소,054-250-4733,경상북도 포항시 북구 신광면 토성길 15,36.1283084320608,129.260548419711
1645,경북청,포항북부,송라,파출소,054-250-4734,경상북도 포항시 북구 송라면 보경로 38,36.2284278739399,129.358485908092
1646,경북청,포항북부,죽장,파출소,054-250-4737,경상북도 포항시 북구  새마을로 3606,36.1602952270834,129.095113964993
1647,경북청,포항북부,기계,파출소,054-250-4735,경상북도 포항시 북구 기계면 기계로 92-11,36.0710122255788,129.20653711456
1648,경북청,포항북부,기북,파출소,054-250-4736,경상북도 포항시 북구 기북면 기북로 433,36.1277676736391,129.165805831433
1649,경북청,포항북부,흥해,파출소,054-250-4731,경상북도 포항시 북구 흥해읍 중성로 83,36.1093515618633,129.352223009633
1650,경북청,포항북부,청하,파출소,054-250-4732,경상북도 포항시 북구 청하면 청하로 178,36.195172456658,129.339208419009
1651,경북청,포항북부,양학,파출소,054-250-4729,경상북도 포항시 북구  양학로7,36.0245625619169,129.35131891755
1652,경북청,포항북부,죽도,파출소,054-250-4727,경상북도 포항시 북구  중흥로 280,36.0274925461886,129.362098597131
1653,경북청,포항북부,덕산,파출소,054-250-4726,경상북도 포항시 북구 중앙로 352,36.044084087836,129.365561838056
1654,경북청,포항북부,용당,파출소,054-250-4724,경상북도 포항시 북구  용당로91번길 10,36.0364623066274,129.360757178929
1655,경북청,포항북부,장성,파출소,054-250-4723,경상북도 포항시 북구  법원로39번길 36,36.0785511245012,129.381682004055
1656,경북청,포항북부,학산,파출소,054-250-4721,경상북도 포항시 북구  삼호로 147,36.0529543827907,129.373740755912
1657,경북청,포항북부,양덕,파출소,054-250-4730,경상북도 포항시 북구 장량중앙로 65,36.0901947447293,129.389210538661
1658,경북청,포항남부,효곡대이,지구대,054-240-8132,경상북도 포항시 남구 대잠길 15 ,36.0110864135616,129.338008682778
1659,경북청,포항남부,상대,지구대,054-240-8131,경상북도 포항시 남구 상공로 84,36.0154157675068,129.359214532749
1660,경북청,포항남부,구룡포,파출소,054-240-8138,경상북도 포항시 남구 호미로 182번길,35.987957308307,129.552231250391
1661,경북청,포항남부,장기,파출소,054-240-8141,경상북도 포항시 남구 장기면 읍내길 94,35.8954255258659,129.493347633389
1662,경북청,포항남부,동해,파출소,054-240-8140,경상북도 포항시 남구 동해면 일월로 52번길,35.9885325875144,129.43870665812
1663,경북청,포항남부,제철,파출소,054-240-8136,경상북도 포항시 남구 동해안로 6041 ,35.9956598520637,129.403653878304
1664,경북청,포항남부,호미곶,파출소,054-240-8142,경상북도 포항시 남구 호미곶면 해맞이로160,36.0771376061389,129.563432754141
1665,경북청,포항남부,송도,파출소,054-240-8134,경상북도 포항시 남구 축항로 115 ,36.0305603129732,129.380886809723
1666,경북청,포항남부,대송,파출소,054-240-8139,경상북도 포항시 남구 대송면 제내길 13,35.9851807800859,129.363707496892
1667,경북청,포항남부,연일,파출소,054-240-8137,경상북도 포항시 남구 연일읍 철강로25번길 62,35.997198319688,129.346329025044
1668,경북청,포항남부,오천,파출소,054-240-8133,경상북도 포항시 남구 오천읍 정몽주로 547 ,35.9670688507891,129.415564953194
1669,경북청,포항남부,문덕,파출소,054-240-8148,경상북도 포항시 남구 오천읍 냉천로 318,35.9665928361183,129.408909396063
1670,경북청,포항남부,해도,파출소,054-240-8135,경상북도 포항시 남구 상공로 228 ,36.0225298081016,129.370773067091
1671,경북청,구미,상림,지구대,054-450-3114,경상북도 구미시 금오대로 482,36.0848857402525,128.359905036037
1672,경북청,구미,원평,지구대,054-450-3112,경상북도 구미시 원남로2길 26,36.1302570696671,128.319223165908
1673,경북청,구미,형곡,지구대,054-450-3111,경상북도 구미시 경은로 56,36.1135295657583,128.334409350541
1674,경북청,구미,도량,지구대,054-450-3115,경상북도 구미시 문장로 119,36.1440155411415,128.330847887461
1675,경북청,구미,봉곡,파출소,054-450-3130,경상북도 구미시 봉곡남로 16,36.1511831766776,128.304778809753
1676,경북청,구미,도개,파출소,054-450-3128,경상북도 구미시 도개면 도안로 121,36.300911033606,128.329969788957
1677,경북청,구미,장천,파출소,054-450-3125,경상북도 구미시 장천면 강동로 170,36.1248855718708,128.49548066925
1678,경북청,구미,고아,파출소,054-450-3122,경상북도 구미시 선산대로 974-6,36.2104467873513,128.32954160751
1679,경북청,구미,산동,파출소,054-450-3124,경상북도 구미시 산동면 강동로 1030 ,36.1693643525325,128.435070933672
1680,경북청,구미,해평,파출소,054-450-3123,경상북도 구미시 해평면 강동로 1661,36.198725394993,128.390800803898
1681,경북청,구미,선산,파출소,054-450-3121,경상북도 구미시 선산읍 선산중앙로 79,36.2429470808941,128.29938747458
1682,경북청,구미,무을,파출소,054-450-3126,경상북도 구미시 무을면 상무로 951,36.2614188031046,128.194354713149
1683,경북청,구미,옥성,파출소,054-450-3127,경상북도 구미시 선산읍 선상동로 841,,
1684,경북청,구미,양포,파출소,054-450-3120,경상북도 구미시 흥안로 6,36.1473147833296,128.417899324642
1685,경북청,구미,신평,파출소,054-450-3119,경상북도 구미시 칠성로2길 32,36.1218481062643,128.360766458178
1686,경북청,구미,인동,파출소,054-450-3116,경상북도 구미시 인동중앙로 28,36.1074295126524,128.422005138128
1687,경북청,구미,진평,파출소,054-450-3118,경상북도 구미시 인동22길 33,36.0952663118802,128.425491531867
1688,경북청,경산,서부,지구대,053-770-0111,경상북도 경산시 성암로 27,35.8226598385317,128.720664468174
1689,경북청,경산,중앙,파출소,053-770-0112,경상북도 경산시 원효로 35,35.8241810906425,128.741527836641
1690,경북청,경산,자인,파출소,053-770-0116,경상북도 경산시 자인면 금학로 8,35.8203706520191,128.823525655936
1691,경북청,경산,동부,파출소,053-770-0115,경상북도 경산시 계양로 44,35.8196255812913,128.748028299645
1692,경북청,경산,하양,파출소,053-770-0120,경상북도 경산시 하양읍 금송로 179,35.9273383200475,128.825342599339
1693,경북청,경산,압량,파출소,053-770-0122,경상북도 경산시 압량면 부적길 50,35.8439201809049,128.760882967957
1694,경북청,경산,진량,파출소,053-770-0121,경상북도 경산시 진량읍 낙산길 6,35.8751448518977,128.812166970391
1695,경북청,경산,와촌,파출소,053-770-0123,경상북도 경산시 와촌면 금송로 419 ,35.946677855309,128.835941616831
1696,경북청,안동,역전,지구대,054-859-2301,경상북도 안동시  경동로 690 ,36.5629500807548,128.7333953308
1697,경북청,안동,송하,지구대,054-852-3402,경상북도 안동시  경동로 278,36.5726772041401,128.691696856269
1698,경북청,안동,태화,지구대,054-852-3401,경상북도 안동시  태화2길 7,36.5626561750848,128.713710603092
1699,경북청,안동,길안,파출소,054-822-2112,경상북도 안동시 길안면 천지길 41,36.4585967019681,128.89209224489
1700,경북청,안동,풍천,파출소,054-853-2112,경상북도 안동시 풍천면 갈전리 1183,36.5771575553227,128.498388544642
1701,경북청,안동,예안,파출소,054-822-1612,경상북도 안동시 예안면 임예로 1923 ,36.6616215504149,128.884605746403
1702,경북청,안동,풍산,파출소,054-858-6112,경상북도 안동시 풍산읍 풍산중앙길 139,36.578669136504,128.575984342387
1703,경북청,안동,임하,파출소,054-822-4412,경상북도 안동시 임하면 충효로 3257 ,36.5245515210009,128.830193922845
1704,경북청,안동,남선,파출소,054-8221211,경상북도 안동시 남선면 충효로 3854 ,36.5262926195296,128.770898633869
1705,경북청,안동,강남,파출소,054-858-7672,경상북도 안동시  강남로 169 ,36.5524654918851,128.719530804946
1706,경북청,안동,용상,파출소,054-821-3303,경상북도 안동시  경동로 959,36.5544713246132,128.759323681033
1707,경북청,안동,임동,파출소,054-822-4112,경상북도 안동시 임동면 챗거리길 25,36.5669966125666,128.918624521489
1708,경북청,안동,일직,파출소,054-858-4112,경상북도 안동시 일직면 경북대로 7356,36.4753751670853,128.661413200055
1709,경북청,안동,도산,파출소,054-856-1112,경상북도 안동시  도산면 퇴계로 2543,36.7413170836771,128.833378056462
1710,경북청,안동,북후,파출소,054-859-5112,경상북도 안동시 북후면 북평로 897 ,36.6867415916374,128.702982485464
1711,경북청,안동,와룡,파출소,054-857-2113,경상북도 안동시 와룡면  퇴계로 841,36.6178930949266,128.767013904373
1712,경북청,안동,옥동,지구대,054-854-3401,경상북도 안동시 광명로 7,36.5581108135656,128.68571303705
1713,경북청,김천,아포,파출소,054-431-5112,경상북도 김천시 아포읍 국사길 143 ,36.1594696451162,128.257916561346
1714,경북청,김천,남부,파출소,054-435-0112,경상북도 김천시 지례면 상부길 107,35.985027559569,128.027107370371
1715,경북청,김천,대덕,파출소,054-435-1112,경상북도 김천시 대덕면 대덕로 761 ,35.9163082582317,127.966871490969
1716,경북청,김천,역전,파출소,054-436-4148,경상북도 김천시 김천로 119,36.1230354096252,128.115111167387
1717,경북청,김천,구성,파출소,054-434-5112,경상북도 김천시 구성면 남김천대로 2327-4 ,36.0296744123773,128.041053167601
1718,경북청,김천,중앙,지구대,054-435-4148,경상북도 김천시 영남대로 2009 ,36.1188060381067,128.14889058502
1719,경북청,김천,자산,파출소,054-436-0112,경상북도 김천시 자산로 41-2,36.1194578173324,128.127086408239
1720,경북청,김천,조마,파출소,054-437-7112,경상북도 김천시 조마면 강곡1길 22 ,36.0346945983749,128.098408638911
1721,경북청,김천,서부,지구대,054-437-3148,경상북도 김천시 송설로 106,36.1236719450878,128.09623557178
1722,경북청,김천,직지,파출소,054-436-6112,경상북도 김천시 대항면 직지로 182,36.1166704681709,128.018147480739
1723,경북청,김천,북부,지구대,054-435-3148,경상북도 김천시 대학로 129,36.1364191279657,128.089574762958
1724,경북청,김천,어모,파출소,054-430-3112,경상북도 김천시 어모면 어모로 249,36.1788145826879,128.11755872084
1725,경북청,김천,감문,파출소,054-430-5112,경상북도 김천시 감문로 985,36.2108804858796,128.174694006922
1726,경북청,김천,동부,지구대,054-430-2112,경상북도 김천시 혁신6로 75,36.1244627631105,128.189595350933
1727,경북청,영주,신영주,지구대,054-633-0127,경상북도 영주시 선비로 66 ,36.8114558544708,128.624205558607
1728,경북청,영주,서부,지구대,054-633-0125,경상북도 영주시 선비로 205 ,36.822503764482,128.618078639781
1729,경북청,영주,동부,지구대,054-633-0124,경상북도 영주시 원당로 228 ,36.8294178427852,128.635248526225
1730,경북청,영주,부석,파출소,054-633-3112,경상북도 영주시 부석면 소천로 49 ,,
1731,경북청,영주,장수,파출소,054-637-6112,경상북도 영주시 장수면 장수로 5 ,,
1732,경북청,영주,안정,파출소,054-634-4112,경상북도 영주시 신재로 541 ,36.8461806430016,128.556525658669
1733,경북청,영주,순흥,파출소,054-633-2112,경상북도 영주시 순흥면 순흥로 63 ,36.9152873257308,128.575480751984
1734,경북청,영주,풍기,파출소,054-636-2112,경상북도 영주시 풍기읍 기주로 114 ,36.870877666766,128.523954755491
1735,경북청,영천,금호,파출소,054-334-0112,경상북도 영천시 금호읍 금호로 115,35.9319194650665,128.874444405188
1736,경북청,영천,고경,파출소,054-336-3112,경상북도 영천시 고경면 호국로 1079,36.0016038471719,129.047281867663
1737,경북청,영천,임고,파출소,054-335-7112,경상북도 영천시 임고면 포은로 439,36.0157285994507,128.974237032567
1738,경북청,영천,화산,파출소,054-335-5112,경상북도 영천시 화산면 장수로 908,36.0187631552677,128.857567378224
1739,경북청,영천,신녕,파출소,054-332-9112,경상북도 영천시 신녕면 장수로 1691,36.0425428923849,128.787593363989
1740,경북청,영천,화남,파출소,054-337-7212,경상북도 영천시 화남면 천문로 1599,36.0604751551928,128.891588888513
1741,경북청,영천,북안,파출소,054-333-6912,경상북도 영천시 북안면 운북로 2023,35.9176947736216,129.008583956086
1742,경북청,영천,대창,파출소,054-335-4112,경상북도 영천시 대창면 금창로 674,35.875761876513,128.895757687917
1743,경북청,영천,동부,지구대,054-334-3721,경상북도 영천시 창신2길13,35.9875285777428,128.956999463649
1744,경북청,영천,남부,지구대,054-334-2104,경상북도 영천시 완산2길 43,35.9651730759241,128.940852307937
1745,경북청,영천,중앙,파출소,054-333-8112,경상북도 영천시 최무선로 303,35.9678301027719,128.9325126798
1746,경북청,영천,청통,파출소,054-335-1112,경상북도 영천시 청통면 금송로 1025 ,35.9955147628046,128.819452636345
1747,경북청,상주,중앙,지구대,054-534-8920,경상북도 상주시 상서문로 63 ,36.4153827042564,128.155729482156
1748,경북청,상주,동문,지구대,054-534-8922,경상북도 상주시 중앙로 371 ,36.4181713710627,128.179039072238
1749,경북청,상주,모동,파출소,054-533-3112,경상북도 상주시 모동면 용호1길 21 ,36.3190826661832,127.959844029757
1750,경북청,상주,화북,파출소,054-533-1112,경상북도 상주시 화북면 문장로 1718 ,36.562414557538,127.919635293456
1751,경북청,상주,은척,파출소,054-541-7112,경상북도 상주시 은척면 봉중1길 6 ,36.5335025999428,128.073707455399
1752,경북청,상주,낙동,파출소,054-532-8112,경상북도 상주시 낙동면 영남제일로 105 ,36.364557333809,128.297393554991
1753,경북청,상주,화동,파출소,054-533-4112,경상북도 상주시 화동면 이소1길 42 ,36.389029789355,127.953927983988
1754,경북청,상주,사벌국,파출소,054-532-1112,경상북도 상주시 사벌면 덕담1길 59 ,36.4679536305575,128.209341501886
1755,경북청,상주,청리,파출소,054-532-6112,경상북도 상주시 청리면 청리중앙로 166-10 ,36.339569175534,128.130623856114
1756,경북청,상주,공성,파출소,054-532-4112,경상북도 상주시 공성면 공성중앙로 99 ,36.2848402549644,128.093495717409
1757,경북청,상주,공검,파출소,054-541-2112,경상북도 상주시 공검면 비재로 1288 ,36.5127779742468,128.156451396504
1758,경북청,상주,함창,파출소,054-541-3112,경상북도 상주시 함창읍 함창중앙로 112 ,36.568403445855,128.177077760481
1759,경북청,상주,화서,파출소,054-533-0112,경상북도 상주시 화서면 화령로 21 ,36.4445286277681,127.949033176178
1760,경북청,문경,농암,파출소,054-550-7387,경상북도 문경시 농암면 농암길 78,36.5986756960645,128.002143512776
1761,경북청,문경,가은,파출소,054-550-7386,경상북도 문경시 가은읍 가은로 137,36.642990746759,128.063758147646
1762,경북청,문경,산북,파출소,054-550-7395,경상북도 문경시 산북면 강동로 14,36.6560929171785,128.260604007318
1763,경북청,문경,산양,파출소,054-550-7396,경상북도 문경시 산양면 산양로 107,36.6111355894157,128.25836299274
1764,경북청,문경,점촌,파출소,054-550-7302,경상북도 문경시 돈달로 142 ,36.601773698069,128.200971564965
1765,경북청,문경,남부,파출소,054-550-7303,경상북도 문경시 모전로 144,36.5938504360906,128.188958183003
1766,경북청,문경,문경,파출소,054-550-7385,경상북도 문경시 문경읍 문희로 61,36.7375453419852,128.107164014619
1767,경북청,문경,마성,파출소,054-550-7398,경상북도 문경시 호계면 문경대로 1768,,
1768,경북청,칠곡,왜관,지구대,054-974-2228,경상북도 칠곡군 왜관읍 2번도로길 33,35.9907093195359,128.397120747546
1769,경북청,칠곡,석적,지구대,054-974-2112,경상북도 칠곡군 석적읍 석적로 965,36.076429673987,128.394082344587
1770,경북청,칠곡,북삼,지구대,054-972-0112,경상북도 칠곡군 북삼읍 인평1길 2,36.0627308798099,128.343409072992
1771,경북청,칠곡,동명,파출소,054-976-8112,경상북도 칠곡군 동명면 금암중앙길 21,35.9807148573481,128.553733068255
1772,경북청,칠곡,지천,파출소,054-972-2112,경상북도 칠곡군 지천면 신동로 154,35.9560449094296,128.489219789102
1773,경북청,칠곡,가산,파출소,054-975-8112,경상북도 칠곡군 동명면 경북대로 1576,,
1774,경북청,칠곡,약목,파출소,054-975-0112,경상북도 칠곡군 약목면 약목로3길 12 ,36.0334361257443,128.364475485081
1775,경북청,의성,의성,지구대,054-833-1112,경상북도 의성군 의성읍 충효로 65,36.3538536668756,128.703093193055
1776,경북청,의성,안평,파출소,054-832-5112,경상북도 의성군 안평면 안평의성로 1,36.3772812018617,128.580378599266
1777,경북청,의성,단밀,파출소,054-862-0112,경상북도 의성군 단밀면 주속길 70,36.376485435306,128.382906729161
1778,경북청,의성,봉양,파출소,054-832-2112,경상북도 의성군 봉양면 도리원1길 53,36.2991274248172,128.579279047417
1779,경북청,의성,안계,파출소,054-861-0112,경상북도 의성군 안계면 안계길 143,36.3843258187323,128.436833452833
1780,경북청,의성,춘산,파출소,054-832-8112,경상북도 의성군 춘산면 금성현서로 1491,36.2376340544879,128.813270995599
1781,경북청,의성,금성,파출소,054-832-3112,경상북도 의성군 금성면 탑리길 55,36.2559117025544,128.681043015684
1782,경북청,의성,옥산,파출소,054-833-3112,경상북도 의성군 옥산면 신감옥산로 1228-3,36.3945254841664,128.805122312472
1783,경북청,의성,다인,파출소,054-861-5112,경상북도 의성군 다인면 서릉길 62,36.448539590134,128.355483580277
1784,경북청,청도,풍각,파출소,054-372-2112,경상북도 청도군 풍각면 헐티로 212 ,35.6417934119489,128.618022333677
1785,경북청,청도,이서,파출소,054-372-4112,경상북도 청도군 이서면 학산1길 48 ,35.6627981217031,128.667268968073
1786,경북청,청도,중앙,파출소,054-373-3112,경상북도 청도군 청도읍 청화로 194,35.6414750665969,128.745496933046
1787,경북청,청도,화양,파출소,054-373-4112,경상북도 청도군 화양읍 도주관로 142 ,35.6480251055195,128.705094341291
1788,경북청,청도,금천,파출소,054-372-3112,경상북도 청도군 금천면 금천로 46,35.6928765062635,128.891193362505
1789,경북청,청도,매전,파출소,054-372-5112,경상북도 청도군 매전면 청려로 3711 ,35.6680176101642,128.857100761012
1790,경북청,영덕,남정,파출소,054-732-4113,경상북도 영덕군 남정면 진불길 29,36.2843129818591,129.372377276929
1791,경북청,영덕,영덕,파출소,054-734-3820,경상북도 영덕군 영덕읍 중앙길 89,36.4105835130354,129.370232181066
1792,경북청,영덕,강구,파출소,054-733-4112,경상북도 영덕군 강구면 동해대로 4482,36.3574715566798,129.38063396926
1793,경북청,영덕,영해,파출소,054-732-1112,경상북도 영덕군 영해면 예주2길 9,36.5368760402597,129.407647694495
1794,경북청,영덕,축산,파출소,054-732-5112,경상북도 영덕군 축산면 영덕대게로 2049,36.5054006445581,129.441939843672
1795,경북청,영덕,병곡,파출소,054-732-2112,경상북도 영덕군 병곡면 병곡길 62,36.601408022384,129.410913695714
1796,경북청,울진,기성,파출소,054-785-0316,경상북도 울진군 기성면 기성로 667 ,36.7987615637536,129.452881858598
1797,경북청,울진,북면,파출소,054-785-0312,경상북도 울진군 북면 울진북로 2080 ,37.1020910078586,129.373230640014
1798,경북청,울진,죽변,파출소,054-785-0302,경상북도 울진군 죽변면 죽변중앙로 159,37.0596056580451,129.421683479534
1799,경북청,울진,울진,파출소,054-785-0301,경상북도 울진군 울진읍 읍내10길 20 ,36.9963391385753,129.402863600215
1800,경북청,울진,근남,파출소,054-785-0313,경상북도 울진군 근남면 울진북로 147 ,36.9630012123359,129.395938979867
1801,경북청,울진,후포,파출소,054-785-0318,경상북도 울진군 후포면 울진대게로 34-8,36.6766054205493,129.443081817476
1802,경북청,울진,평해,파출소,054-785-0320,경상북도 울진군 평해읍 평해로 61,36.7260011154122,129.441239921299
1803,경북청,울진,금강송,파출소,054-785-0314,경상북도 울진군 금강송면 불영계곡로 1723 ,36.9362109434857,129.249555643653
1804,경북청,봉화,석포,파출소,054-672-6112,경상북도 봉화군 석포면 석포로1길 6,37.044525333423,129.062452615733
1805,경북청,봉화,춘양,파출소,054-672-3112,경상북도 봉화군 춘양면 의양로 54,36.9369681959386,128.912978012642
1806,경북청,봉화,소천,파출소,054-672-7112,경상북도 봉화군 소천면 소천로 1259,36.9400941701444,129.00172781547
1807,경북청,봉화,명호,파출소,054-672-1112,경상북도 봉화군 명호면 노루목재길 24,36.8560521954654,128.898185456933
1808,경북청,봉화,봉화,파출소,054-673-0112,경상북도 봉화군 봉화읍 봉화로 1077,36.8920160851819,128.727901093151
1809,경북청,봉화,물야,파출소,054-672-2112,경상북도 봉화군 물야면 문수로 981 ,36.9743503496174,128.736233080842
1810,경북청,예천,예천,지구대,054-650-2301,경상북도 예천군 예천읍 충효로 198,36.6496469028844,128.445961496295
1811,경북청,예천,용궁,파출소,054-650-2303,경상북도 예천군 용궁면 용궁로 92,36.6070449188281,128.275149245071
1812,경북청,예천,풍양,파출소,054-650-2305,경상북도 예천군 풍양면 낙상1길 60-3,36.5108550413452,128.299500622592
1813,경북청,예천,용문,파출소,054-650-2309,경상북도 예천군 용문면 용문경천로 1213 ,36.6883961089643,128.409513575014
1814,경북청,예천,호명,지구대,054-650-2306,경상북도 예천군 호명면 호명로 547번지,36.5952065019549,128.468627246776
1815,경북청,예천,지보,파출소,054-650-2304,경상북도 예천군 지보면 지보로 151,36.5456458798207,128.389042609315
1816,경북청,예천,감천,파출소,054-650-2308,경상북도 예천군 예천읍 충효로 1385,,
1817,경북청,예천,은풍,파출소,054-650-2311,경상북도 예천군 은풍면 은풍로 85 ,36.7449599449086,128.442488707869
1818,경북청,성주,벽진,파출소,054-932-7112,경상북도 성주군 벽진면 벽봉로 17,35.9490000380231,128.217285227375
1819,경북청,성주,수륜,파출소,054-932-3112,경상북도 성주군 수륜면 참별로 917,35.8330597564891,128.19283191207
1820,경북청,성주,가천,파출소,054-932-4112,경상북도 성주군 가천면 가천로 73,35.8850250636797,128.165443590584
