번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
6482,삼육서울병원,37.589321373,127.0644428,영업/정상,02-2244-0191,,서울특별시 동대문구 망우로 82 (휘경동),종합병원,552,418
6483,새미래요양병원,37.529738161,126.86087268,영업/정상,02-2061-5544,서울특별시 강서구 화곡동 786번지 6호,서울특별시 강서구 국회대로 233 (화곡동),요양병원(일반요양병원),25,182
6484,강서수한방병원,37.529921433,126.83883599,영업/정상,02-2696-8275,서울특별시 강서구 화곡동 938번지 19호 백제빌딩,"서울특별시 강서구 곰달래로 54, 백제빌딩 1~7층 (화곡동)",한방병원,16,48
6485,365강서수요양병원,37.573010056,126.80767141,영업/정상,02-2663-0075,서울특별시 강서구 방화동 495번지 26호,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",요양병원(일반요양병원),19,165
6486,경희생생한방병원,37.559301226,126.84573088,영업/정상,02-6954-6575,서울특별시 강서구 등촌동 700 플러스존,"서울특별시 강서구 공항대로41길 34, 플러스존 3,4층 (등촌동)",한방병원,10,64
6487,면력한방병원,37.560129798,126.83769803,영업/정상,02-3661-1075,서울특별시 강서구 마곡동 795-7 열린프라자,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 6,7,10층 602,603,604,605호 (마곡동)",한방병원,34,83
6488,양병원,37.534069292,127.14013697,영업/정상,02-480-8000,,서울특별시 강동구 천호대로 1159 (길동),병원,54,50
6489,의료법인서울효천의료재단 에이치플러스양지병원,37.484208009,126.932513,영업/정상,02-1877-8875,서울특별시 관악구 신림동 10번지 715호 양지병원,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",종합병원,536,295
6490,강남고려병원,37.485546837,126.95676666,영업/정상,1661-8267,,서울특별시 관악구 관악로 242 (봉천동),병원,19,185
6491,사랑의병원,37.479649687,126.95623069,영업/정상,02-880-0114,,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",병원,25,74
6492,강남힐병원,37.481672808,126.91172417,영업/정상,-5453,,"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",병원,14,94
6493,강남효요양병원,37.483013993,126.93935364,영업/정상,28858080,,서울특별시 관악구 남부순환로 1704 (봉천동),요양병원(일반요양병원),48,193
6494,서울성심병원,37.584285319,127.04996369,영업/정상,02-966-1616,서울특별시 동대문구 청량리동 40번지 9호 서울성심병원 (40-9외 7필지),"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",종합병원,180,220
6495,서울퍼스트병원,37.486247348,126.94108857,영업/정상,28826900,"서울특별시 관악구 봉천동 937번지 15호 2,3,4,5,6층","서울특별시 관악구 은천로 51 (봉천동, 2,3,4,5,6층)",병원,48,164
6496,대한민국요양병원,37.578274894,127.07250775,영업/정상,2213-9991,"서울특별시 동대문구 장안동 313번지 3호 지하1층,지상1~11층","서울특별시 동대문구 장한로 200 (장안동, KS빌딩)",요양병원(일반요양병원),23,164
6497,참튼튼병원,37.654450672,127.06369131,영업/정상,02-3392-9100,"서울특별시 노원구 상계동 723번지 2층, 3층, 5층","서울특별시 노원구 노해로 502, 2층, 3층, 5층 (상계동)",병원,32,53
6498,노원자생한방병원,37.655339229,127.06376124,영업/정상,02-2289-0717,"서울특별시 노원구 상계동 292번지 1호 와우쇼핑몰 7층,8층","서울특별시 노원구 노해로 507, 7,8층 (상계동, 와우쇼핑몰)",한방병원,25,32
6499,노원솔요양병원,37.659172768,127.0757693,영업/정상,-968,,"서울특별시 노원구 덕릉로 690, 기업은행 2,3,4,5층 (중계동)",요양병원(일반요양병원),35,149
6500,희망요양병원,37.658227172,127.07088438,영업/정상,936-9966,서울특별시 노원구 상계동 387번지 226호,서울특별시 노원구 상계로26길 7 (상계동),요양병원(일반요양병원),8,78
6501,서울제일한방병원,37.657337149,127.06544834,영업/정상,02-937-0052,,"서울특별시 노원구 노원로 461, 2층 (상계동)",한방병원,11,34
6502,지혜병원,37.561744752,127.06594492,영업/정상,02-499-9955,서울특별시 동대문구 장안동 464번지 3호,서울특별시 동대문구 천호대로 421 (장안동),정신병원,43,299
6503,솔병원,37.572282067,126.81721473,영업/정상,02-2064-7575,서울특별시 강서구 방화동 273번지 7호,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",병원,26,49
6504,허리나은병원,37.532489734,127.1376397,영업/정상,02-472-0114,서울특별시 강동구 성내동 387-47,"서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)",병원,30,36
6505,더와이즈치과병원,37.54218329,126.84215808,영업/정상,02-2608-2875,서울특별시 강서구 화곡동 114-100 세웅빌딩,"서울특별시 강서구 화곡로 186, 세웅빌딩 1~5,6층일부층 (화곡동)",치과병원,11,0
6506,강서케이병원,37.537390249,126.83673342,영업/정상,1833-7530,서울특별시 강서구 화곡동 377-8 강서케이병원,"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",병원,34,70
6507,새빛요양병원,37.558287572,126.84631567,영업/정상,02-2658-3929,서울특별시 강서구 등촌동 664번지 11호 천수빌딩,"서울특별시 강서구 화곡로61길 109, 천수빌딩 2,3,4,5층 (등촌동)",요양병원(일반요양병원),9,86
6508,서울대효병원,37.550982782,126.83576618,영업/정상,02-2663-1114,서울특별시 강서구 내발산동 701번지 15호 덕산빌딩,"서울특별시 강서구 강서로47가길 33, 덕산빌딩 2,3,4,5,6층 (내발산동)",병원,49,153
6509,강서힘찬병원,37.559199135,126.84065292,영업/정상,02-1899-2228,서울특별시 강서구 등촌동 671 강서힘찬병원,"서울특별시 강서구 강서로56길 38, 강서힘찬병원 (등촌동)",병원,82,113
6510,부민병원,37.556839924,126.85099452,영업/정상,1577-7582,서울특별시 강서구 등촌동 657번지 부민병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",종합병원,362,300
6511,서울노보스병원,37.672150129,127.04367862,영업/정상,02-3492-3251,서울특별시 도봉구 도봉동 617-21,서울특별시 도봉구 도봉로 755(도봉동),병원,104,250
6512,가화한방병원,37.662827951,127.03435491,영업/정상,02-955-1772,서울특별시 도봉구 방학동 665-6,서울특별시 도봉구 도당로 51(방학동),한방병원,22,118
6513,경희늘푸른노인전문병원,37.663199425,127.02729548,영업/정상,02-903-9920,서울특별시 도봉구 방학3동 442,서울특별시 도봉구 시루봉로 137 (방학동),요양병원(노인병원),30,148
6514,로덴성문치과병원,37.655874711,127.03857816,영업/정상,02-999-9100,서울특별시 도봉구 쌍문동 657번지 예일빌딩5층,"서울특별시 도봉구 도봉로 569, 5층 (쌍문동, 준우빌딩)",치과병원,1,0
6515,바로선병원,37.660369068,127.04215442,영업/정상,02-1666-5853,서울특별시 도봉구 창동 749번지 10호,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)",병원,113,136
6516,스카이요양병원,37.662017546,127.03245654,영업/정상,02-992-7582,,서울특별시 도봉구 방학로 177 (방학동),요양병원(일반요양병원),15,127
6517,강동경희대학교치과병원,37.553230634,127.1574067,영업/정상,02-440-7114,서울특별시 강동구 상일제1동 149번지,서울특별시 강동구 동남로 892 (상일제1동),치과병원,35,9
6518,강동경희대학교의대병원,37.553230634,127.1574067,영업/정상,02-440-7114,,서울특별시 강동구 동남로 892 (상일동),종합병원,1309,706
6519,강동경희대학교한방병원,37.553230634,127.1574067,영업/정상,02-440-7114,,서울특별시 강동구 동남로 892 (상일동),한방병원,59,50
6520,강동성모요양병원,37.543527242,127.12719818,영업/정상,02-488-0020,서울특별시 강동구 천호동 362번지 3호 로뎀빌딩,"서울특별시 강동구 올림픽로80길 31, 로뎀빌딩 (천호동)",요양병원(일반요양병원),85,344
6521,우리들병원,37.561810737,126.79865854,영업/정상,02-2660-7500,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),종합병원,139,165
6522,방화병원,37.573178115,126.81401121,영업/정상,02-2666-7582,서울특별시 강서구 방화동 572번지 11호,"서울특별시 강서구 양천로 92, 지하1, 지상1~6층 층호 (방화동, 방화정형외과)",병원,12,30
6523,서울고든병원,37.555514874,126.86468933,영업/정상,1670-0124,서울특별시 강서구 등촌동 632-6 파인블루빌딩,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1층,2,7,8층 ,9,10호 (등촌동)",병원,49,84
6524,퍼스트요양병원,37.657995869,127.01413411,영업/정상,02-902-3294,서울특별시 도봉구 쌍문동 509번지 1호 백운빌딩,"서울특별시 도봉구 삼양로 616, 2-5층 (쌍문동)",요양병원(일반요양병원),28,173
6525,에이치큐브병원,37.658316518,127.04109406,영업/정상,02-900-2000,,서울특별시 도봉구 도봉로 604 (창동),병원,24,54
6526,국립재활원,37.638891448,127.01062689,영업/정상,02-901-1700,,"서울특별시 강북구 삼각산로 58 (수유동, 국립재활원)",병원,127,264
6527,경희치과병원,37.639250012,127.02733762,영업/정상,02-996-2828,서울특별시 강북구 번동 418번지 1호,"서울특별시 강북구 도봉로 358 (번동, 코스타타워)",치과병원,5,0
6528,다나병원,37.65503723,127.0403856,영업/정상,02-942-8000,서울특별시 도봉구 창5동 715번지 28호,서울특별시 도봉구 해등로 129 (창동),정신병원,15,154
6529,의성한방병원,37.669255444,127.04524127,영업/정상,02-902-7510,"서울특별시 도봉구 방학동 719-3 렉시온프라자 2, 3, 4층","서울특별시 도봉구 도봉로152길 26, 렉시온프라자 2, 3, 4층 (방학동)",한방병원,8,58
6530,의료법인 상원의료재단 강북힘찬병원,37.645683753,127.03338667,영업/정상,02-1899-2226,서울특별시 도봉구 창동 650-46 강북힘찬병원,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",병원,94,152
6531,심정병원,37.482564011,126.9154931,영업/정상,1588-3330,서울특별시 관악구 신림동 527-13 삼남빌딩,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",병원,39,99
6532,관악서울대학교치과병원,37.453358604,126.95716234,영업/정상,02-6256-3900,,"서울특별시 관악구 관악로 1, 지1~3층 (신림동)",치과병원,10,0
6533,의료법인성화의료재단  대한병원,37.635404921,127.02290315,영업/정상,02-903-3232,서울특별시 강북구 수유동 45번지 7호,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",종합병원,58,201
6534,신일병원,37.634788292,127.02183051,영업/정상,02-903-5121,,서울특별시 강북구 덕릉로 73 (수유동),병원,15,75
6535,서울사랑요양병원,37.654327401,127.01323845,영업/정상,02-2039-5099,서울특별시 도봉구 쌍문동 503-8 2~5층,"서울특별시 도봉구 삼양로 574, 2~5층 (쌍문동)",요양병원(일반요양병원),23,103
6536,서울바로나치과병원,37.541644749,126.84115886,영업/정상,02-2693-2827,서울특별시 강서구 화곡동 1076-1,"서울특별시 강서구 화곡로 176-4, 5층 (화곡동)",치과병원,2,0
6537,실로암안과병원,37.546149861,126.86195507,영업/정상,02-2650-0700,서울특별시 강서구 등촌동 512번지 18호,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",병원,46,51
6538,유광사여성병원,37.543649685,126.83892358,영업/정상,02-2608-1011,서울특별시 강서구 화곡동 1031번지 12호,서울특별시 강서구 강서로 194 (화곡동),병원,17,75
6539,핑크힐병원,37.54946838,126.87487467,영업/정상,02-2658-5114,서울특별시 강서구 염창동 263번지 3호,서울특별시 강서구 양천로 712 (염창동),병원,6,30
6540,미즈메디병원,37.552225348,126.83600916,영업/정상,02-2007-1000,"서울특별시 강서구 내발산동 701번지 4호 외 6필지, 701번지, 701-21외 2필지",서울특별시 강서구 강서로 295 (내발산동),종합병원,219,100
6541,강서필병원,37.533001877,126.84433547,영업/정상,02-2608-8855,서울특별시 강서구 화곡동 349번지 3호,서울특별시 강서구 강서로17길 24 (화곡동),정신병원,20,163
6542,참요양병원,37.542814622,126.83971326,영업/정상,02-2605-2114,서울특별시 강서구 화곡동 1052-6,서울특별시 강서구 강서로 182 (화곡동),요양병원(일반요양병원),29,228
6543,강서송도병원,37.558510352,126.84283031,영업/정상,02-2659-0600,서울특별시 강서구 등촌동 669번지 1호,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",병원,27,51
6544,웰튼병원,37.567251284,126.82530269,영업/정상,02-2690-2000,서울특별시 강서구 마곡동 759-2,"서울특별시 강서구 마곡중앙5로 22, 지하1,2층 4,11,12층호 (마곡동)",병원,38,52
6545,로고스치과병원,37.558833069,126.83884969,영업/정상,02-2699-9908,서울특별시 강서구 등촌동 673-1,"서울특별시 강서구 공항대로 281, 3층 (등촌동)",치과병원,4,0
6546,의료법인송지의료재단 장흥요양병원,34.676820226,126.909278,영업/정상,061862-8881,,전라남도 장흥군 장흥읍 중앙로 6-0 (장흥요양병원),요양병원(일반요양병원),11,191
6547,위례서울닥터스요양병원,37.464674549,127.14131492,영업/정상,031-759-5005,,"경기도 성남시 수정구 위례광장로 9-9, 3층 일부, 4층 (창곡동)",요양병원(일반요양병원),28,201
6548,강남지인병원,37.512844114,127.03506425,영업/정상,02-6985-4119,서울특별시 강남구 논현동 218-11 강남지인병원,"서울특별시 강남구 언주로 631, 강남지인병원 지하2층. 2~6층 (논현동)",병원,30,30
6549,나르샤병원,35.219054472,129.08459769,영업/정상,051-715-7878,부산광역시 동래구 온천동 160번지 12호,부산광역시 동래구 중앙대로1493번길 6 (온천동),병원,48,64
6550,더세인트요양병원,37.49624884,126.84515575,영업/정상,02-333-1119,서울특별시 구로구 오류동 55번지 30호 더세인트빌딩,"서울특별시 구로구 경인로 218, 더세인트빌딩 B1.B중,3~15층 (오류동)",요양병원(일반요양병원),62,335
6551,상무365한방병원,35.155461086,126.84900774,영업/정상,062-385-9000,광주광역시 서구 치평동 1213번지 4호 H.K복합빌딩,"광주광역시 서구 상무중앙로 96, H.K복합빌딩 9,11층 (치평동)",한방병원,5,69
6552,목포청연한방병원,34.796264875,126.38691049,영업/정상,061982-3000,,"전라남도 목포시 청호로 6-1 (호남동,목포청연한방병원)",한방병원,0,87
6553,첨단미르치과병원,35.217263145,126.85050439,영업/정상,062-970-9000,광주광역시 광산구 쌍암동 694번지 11호,"광주광역시 광산구 임방울대로 844, 2,3층 (쌍암동)",치과병원,8,0
6554,의료법인 명신의료재단 괴산서부병원,36.80670919,127.79267616,영업/정상,043834-8275,,충청북도 괴산군 괴산읍 읍내로 259-0 (서부병원),병원,5,56
6555,의료법인 동숙의료재단 벧엘기독병원,36.748870373,127.8242638,영업/정상,043-833-1004,충청북도 괴산군 문광면 흑석리 3번지,충청북도 괴산군 문광면 흑석2길 20-148,정신병원,12,165
6556,하동우리들병원,34.99584124,127.81041106,영업/정상,055-883-7575,경상남도 하동군 금남면 계천리 366-3,경상남도 하동군 금남면 섬진강대로 957,정신병원,29,299
6557,다온자연요양병원,,,영업/정상,055-883-0001,,경상남도 하동군 북천면 옥단로 515 (다온자연요양병원),요양병원(일반요양병원),9,98
6558,한마음병원,37.528357976,126.72205489,영업/정상,032-553-0070,인천광역시 계양구 작전동 865-35 한마음병원,"인천광역시 계양구 계양대로 51, 한마음병원 지하1~5층 (작전동)",병원,11,31
6559,성베드로한방병원,37.537905514,126.73389623,영업/정상,032-544-2200,인천광역시 계양구 계산동 1068-2 성베드로한방병원,"인천광역시 계양구 장제로 785, 성베드로한방병원 1,2,3,4층 (계산동)",한방병원,17,60
6560,엠앤비여성병원,37.536539884,126.73493675,영업/정상,032-552-3500,인천광역시 계양구 계산동 1074-1,인천광역시 계양구 장제로772번길 2(계산동),병원,1,51
6561,의료법인보람의료재단보람병원,37.531891783,126.73794567,영업/정상,032-542-0114,,인천광역시 계양구 오조산로 11 (작전동),정신병원,11,188
6562,프라임요양병원,35.880563225,128.61155438,영업/정상,053-952-7775,,"대구광역시 북구 신암로 111, 4~8층 (대현동)",요양병원(일반요양병원),32,250
6563,의료법인 대광의료재단 괴산성모병원,36.815390352,127.78421671,영업/정상,043830-5400,,충청북도 괴산군 괴산읍 임꺽정로 116-0 (괴산성모병원),병원,29,174
6564,의료법인인성의료재단한림병원,37.532142026,126.73433544,영업/정상,032-540-9114,인천광역시 계양구 작전동 900번지 4호,인천광역시 계양구 장제로 722 (작전동),종합병원,367,416
6565,의료법인 샬롬의료재단 브니엘요양병원,37.538226239,126.72846219,영업/정상,032-555-1088,,"인천광역시 계양구 주부토로 494, 비101호, 비102호, 101호, 102호, 201호, 301호, 401호, 501호, 601호 (계산동)",요양병원(일반요양병원),41,199
6566,계양다나음한방병원,37.542807411,126.73292791,영업/정상,032-544-7975,,"인천광역시 계양구 경명대로 1134, 2~5층 (계산동)",한방병원,22,45
6567,인천더드림병원,37.535104257,126.72224528,영업/정상,032-282-7575,인천광역시 계양구 작전동 852-40,인천광역시 계양구 계양대로 123(작전동),병원,56,80
6568,장튼위튼병원,37.479836518,126.95731692,영업/정상,02-878-7119,,서울특별시 관악구 남부순환로 1867 (봉천동),병원,38,32
6569,서울센트리얼치과병원,37.424140078,126.74949225,영업/정상,469-2879,"인천광역시 남동구 서창동 707번지 1호 센타프라자 304호, 402호","인천광역시 남동구 서창남순환로 222, 센타프라자 304,402호 (서창동)",치과병원,8,0
6570,예울병원,34.748042847,127.68032176,영업/정상,061-655-3535,전라남도 여수시 웅천동 1728번지 5호,"전라남도 여수시 신월로 114, 2~6층 (웅천동)",병원,20,37
6571,옥암힐요양병원,34.810765488,126.44661845,영업/정상,061281-7554,전라남도 목포시 옥암동 1230-3,전라남도 목포시 남악1로52번길 11-4 (옥암동),요양병원(일반요양병원),8,94
6572,대구에스한방병원,35.854038063,128.54850454,영업/정상,053-637-3375,,"대구광역시 달서구 달구벌대로 1666, 감삼스퀘어 8,9,10층 (두류동)",한방병원,20,60
6573,화정아동병원,35.15053705,126.87761509,영업/정상,062-372-1200,광주광역시 서구 화정동 316-91,"광주광역시 서구 화운로 129, 2~5층 (화정동)",병원,11,46
6574,의료법인 영명의료재단 혜민한방병원,37.343241157,126.78519529,영업/정상,031-504-7272,경기도 시흥시 거모동 1756-6 도일그랜드프라자,"경기도 시흥시 군자로 526, 도일그랜드프라자 302,401,501호 (거모동)",한방병원,19,107
6575,청수한방병원,35.173762271,126.88298532,영업/정상,062-515-3300,광주광역시 북구 운암동 97-1,"광주광역시 북구 북문대로 17, 1,3,4,5층 (운암동)",한방병원,6,86
6576,경희삼성한방병원,35.206747438,126.861223,영업/정상,062-439-2300,광주광역시 북구 신용동 709,"광주광역시 북구 첨단연신로91번길 32-6, 3층 301, 4층 401, 5층 501호 (신용동)",한방병원,3,77
6577,참나무요양병원,37.726068814,126.7614634,영업/정상,031-946-7583,경기도 파주시 와동동 1431-1 월드타워12차,"경기도 파주시 경의로 1218, 월드타워12차 6층~9층 (와동동)",요양병원(일반요양병원),36,296
6578,더하다한방병원,37.630463738,126.8320533,영업/정상,-9533,,"경기도 고양시 덕양구 화신로 263, 브릿지타워(BRIDGE TOWER) 701,702,703,704,707, 8층(전체)호 (화정동)",한방병원,26,47
6579,기운찬한방병원,37.450361943,126.70289082,영업/정상,1833-3966,인천광역시 남동구 구월동 1128-3,"인천광역시 남동구 인주대로 593, 9,10,11층 (구월동)",한방병원,26,66
6580,의료법인 인덕의료재단 복주회복병원,36.579579299,128.66784267,영업/정상,054-851-5085,,경상북도 안동시 풍산읍 함백이길 154-0 (복주회복병원),병원,24,307
6581,자향한방병원,37.662158395,126.80274513,영업/정상,1661-8927,경기도 고양시 일산동구 풍동 143-9,경기도 고양시 일산동구 백마로 490 (풍동),한방병원,33,131
6582,선병원,35.515835368,127.18162363,영업/정상,063643-7575,,전북특별자치도 임실군 덕치면 사곡1길 9-8,정신병원,8,148
6583,의료법인 자혜의료재단 영천제이병원,35.977005459,128.95308031,영업/정상,054331-9966,,"경상북도 영천시 호국로 145-0 (망정동,영천제이병원)",병원,10,30
6584,위례스마트요양병원,37.462519166,127.14292699,영업/정상,031-8039-7676,,"경기도 성남시 수정구 헌릉로 993, 더퍼스트메디타워 4층,5층,6층,7층 일부,8층 (창곡동)",요양병원(일반요양병원),42,244
6585,기운찬한방병원,37.019650867,126.91594963,영업/정상,1522-5900,,"경기도 평택시 청북읍 청북남로 254, 청북센터프라자 3,4,5층",한방병원,11,52
6586,임실중앙요양병원,35.609980218,127.27255169,영업/정상,063-644-1101,전북특별자치도 임실군 임실읍 이도리,전북특별자치도 임실군 임실읍 봉황로 71,요양병원(일반요양병원),8,99
6587,치휴한방병원,37.492586356,127.04275196,영업/정상,02-6242-1010,,"서울특별시 강남구 도곡로 216, 치휴한방병원 (도곡동)",한방병원,23,63
6588,당당한방병원,,,영업/정상,052-702-7777,,"울산광역시 남구 삼산로 247, 마마파파엔베이비빌딩 (달동)",한방병원,25,70
6589,풍경요양병원,35.493823602,129.0916797,영업/정상,055-387-8868,경상남도 양산시 하북면 순지리 179-19,"경상남도 양산시 하북면 양산대로 2634, 지하1, 1~4층",요양병원(일반요양병원),10,84
6590,솔담한방병원,33.45911214,126.48437183,영업/정상,064-746-1075,,제주특별자치도 제주시 1100로 3055 (노형동),한방병원,27,79
6591,보강한방병원,36.350594776,127.37202592,영업/정상,042-532-1000,대전광역시 서구 갈마동 343-54 해상수산,"대전광역시 서구 계룡로 398, 해상수산 3층 (갈마동)",한방병원,11,35
6592,리치한방병원,36.34169253,127.38962011,영업/정상,042-536-5000,대전광역시 서구 탄방동 91-8 GOLD BANK gold,"대전광역시 서구 계룡로 595, GOLD BANK gold 5~8층 (탄방동)",한방병원,20,80
6593,첨단유진한방병원,35.221631475,126.84373973,영업/정상,062-451-7600,,광주광역시 광산구 첨단중앙로182번길 22 (쌍암동),한방병원,5,76
6594,평택우리병원,36.99886883,127.11360126,영업/정상,031-653-6530,경기도 평택시 비전동 1103 가로수빌딩,"경기도 평택시 비전5로 20-18, 가로수빌딩 1~4층 1층(102호),2층~4층호 (비전동)",병원,60,61
6595,신안한방병원,35.164558961,126.90512194,영업/정상,062-529-8000,,"광주광역시 북구 무등로202번길 14, 지하1~5층 (신안동)",한방병원,6,59
6596,서울미르한방병원,37.628481838,127.07069022,영업/정상,02-949-1075,,"서울특별시 노원구 동일로197길 11, 공삼빌딩 2,3,4층 (공릉동)",한방병원,15,52
6597,봄담한방병원,37.548042219,127.14375811,영업/정상,02-3013-3336,,"서울특별시 강동구 양재대로 1596, 3~6층 (명일동)",한방병원,26,75
6598,방그레병원,37.450501449,126.68908492,영업/정상,1522-0677,인천광역시 미추홀구 주안동 1531-1 제대로병원빌딩,"인천광역시 미추홀구 인주대로 472, 한맥메디빌딩 지하1~10층 (주안동)",병원,35,93
6599,다온요양병원,35.191675516,126.9018427,영업/정상,062-267-8800,광주광역시 북구 오치동 856-14,"광주광역시 북구 안산로 47-2, 지하1~지상5층 (오치동)",요양병원(일반요양병원),10,96
6600,순천에스병원,34.97284698,127.48983587,영업/정상,061-750-0000,,전라남도 순천시 용당삼산로 11-0 (용당동),병원,20,53
6601,경희한방병원,37.52709582,126.71719568,영업/정상,032-548-1188,,"인천광역시 계양구 새벌로 112, 마스터즈빌딩 5층 (효성동)",한방병원,13,56
6602,행복한어린이병원,35.09130593,128.90336311,영업/정상,051-264-9500,부산광역시 강서구 명지동 3593-1 우진메디컬프라,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라 8~10층 (명지동)",병원,18,80
6603,백년요양병원,,,영업/정상,042-323-1100,,"대전광역시 동구 산내로 267-1, 1동 (하소동,백년요양병원)",요양병원(일반요양병원),6,87
6604,강서푸른꿈성모어린이병원,37.559301226,126.84573088,영업/정상,02-3665-0823,서울특별시 강서구 등촌동 700 플러스존,"서울특별시 강서구 공항대로41길 34, 플러스존 3,8,9층 (등촌동)",병원,33,68
6605,내일한방병원,37.595902975,126.9186696,영업/정상,02-6954-1149,서울특별시 은평구 응암동 119-33 정원빌딩,"서울특별시 은평구 응암로 267, 정원빌딩 (응암동)",한방병원,11,40
6606,김포 청아람한방병원,37.644776119,126.66927326,영업/정상,031-984-1071,,경기도 김포시 김포한강1로 75 (장기동),한방병원,20,46
6607,관문병원,35.83592269,128.55669655,영업/정상,053-622-0000,대구광역시 남구 대명동 1140-1,"대구광역시 남구 월배로 480, 2,3,8,9,10,11층 (대명동)",병원,52,109
6608,세명한방병원,37.427230496,126.6446308,영업/정상,032-710-4700,인천광역시 연수구 옥련동 204-1,"인천광역시 연수구 옥련로 45, 에스디 메디피아 지하1층 일부, 3층~5층호 (옥련동)",한방병원,15,55
6609,간석한방병원,37.467079739,126.70641332,영업/정상,032-554-7582,인천광역시 남동구 간석동 240-5,인천광역시 남동구 백범로 403 (간석동),한방병원,14,50
6610,서이한방병원,,,영업/정상,031-497-3232,,"경기도 안산시 단원구 엠티브이18로 30, 3, 4층 (성곡동)",한방병원,15,55
6611,연세온아치과병원,37.296959737,127.10994885,영업/정상,031-275-2279,경기도 용인시 기흥구 마북동 360-9 솔루엠 206호,"경기도 용인시 기흥구 용구대로 2354, 솔루엠 2층 206호 (마북동)",치과병원,2,0
6612,세움병원,35.186685948,129.08410928,영업/정상,051-989-5000,부산광역시 연제구 연산동 603-8,부산광역시 연제구 고분로13번길 15 (연산동),병원,62,144
6613,예성한방병원,35.099965051,129.03697939,영업/정상,051-461-0001,부산광역시 중구 중앙동6가 12 다원중앙타워,"부산광역시 중구 중앙대로 26, 5~7층 (중앙동6가)",한방병원,13,60
6614,부천세안한방병원,37.517962349,126.80515728,영업/정상,032-719-7588,,"경기도 부천시 오정구 소사로 694, 성진프라자 3층~5층,603호 (원종동)",한방병원,15,49
6615,무주군립요양병원,,,영업/정상,063322-1000,,전북특별자치도 무주군 무주읍 당산강변로 284-0,요양병원(일반요양병원),11,67
6616,이른비한방병원,,,영업/정상,063-222-7512,,전북특별자치도 전주시 완산구 천잠로 45-0 (삼천동2가),한방병원,14,52
6617,123스텝업병원,37.537332491,127.12353715,영업/정상,02-6485-1234,서울특별시 강동구 성내동 77-27,"서울특별시 강동구 올림픽로 628-3, 지하1, 지상2~9층 (성내동)",병원,23,44
6618,세영한방병원,37.444738813,126.79958901,영업/정상,031-315-5995,,"경기도 시흥시 은행로 154, 반도프라자 2~3층 (은행동)",한방병원,11,43
6619,하늘빛어린이병원,37.329819438,127.0921183,영업/정상,031-8019-9833,경기도 용인시 수지구 풍덕천동 659-14,"경기도 용인시 수지구 수풍로 65, 1층 101-114호, 2층201-210호호 (풍덕천동)",병원,23,48
6620,본한방병원,36.78739022,127.08459983,영업/정상,041-541-7581,,"충청남도 아산시 탕정면 한들물빛6로 14, 5,6,7층",한방병원,8,35
6621,세종한방병원,35.189509411,126.8985811,영업/정상,062-575-3600,,"광주광역시 북구 설죽로 335, BYC빌딩 2,3,4층 (매곡동)",한방병원,8,52
6622,의료법인 베델의료재단 구미천사정신병원,36.205707979,128.32070123,영업/정상,054-453-7001,,경상북도 구미시 고아읍 이례로 46-0,정신병원,8,151
6623,용인아이들병원,37.296959737,127.10994885,영업/정상,315461525,경기도 용인시 기흥구 마북동 360-9 솔루엠,"경기도 용인시 기흥구 용구대로 2354, 3층 301호 (마북동)",병원,25,45
6624,맘스여성병원,35.566836793,129.35087108,영업/정상,052-290-6000,울산광역시 중구 남외동 512-8,울산광역시 중구 남외2길 36 (남외동),병원,51,40
6625,성동필한방병원,37.566784075,127.05212473,영업/정상,02-6941-1010,서울특별시 성동구 용답동 99-2 남주빌딩,"서울특별시 성동구 천호대로 282, 남주빌딩 2~5층 (용답동)",한방병원,16,50
6626,선선한방병원,,,영업/정상,062-653-1500,,"광주광역시 남구 대남대로 271, 지하2~1, 4~9층 (백운동)",한방병원,12,98
6627,광덕안정한방병원,35.106577623,128.96579631,영업/정상,051-791-0080,부산광역시 사하구 하단동 526-4 정우엠타워,"부산광역시 사하구 낙동남로 1409, 정우엠타워 2,3,11층 (하단동)",한방병원,13,32
